nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,films_tv_participated,tconst_x,averageRating,numVotes,tconst_y,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt1334254,tt1334254,7.1,1150,tt1334254,movie,Maharathi,Maharathi,0,2008,\N,114,"Crime,Drama,Mystery"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt1347510,tt1347510,5.9,14,tt1347510,movie,Baghi,Baghi,0,2006,\N,138,Drama
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt1396208,tt1396208,4.3,6802,tt1396208,movie,Action Replayy,Action Replayy,0,2010,\N,129,"Comedy,Romance,Sci-Fi"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt1441956,tt1441956,6.4,3252,tt1441956,movie,West Is West,West Is West,0,2010,\N,103,"Comedy,Drama"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt1464549,tt1464549,6.1,85,tt1464549,movie,Life Goes On,Life Goes On,0,2009,\N,120,Drama
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt1471247,tt1471247,7.3,894,tt1471247,movie,Road to Sangam,Road to Sangam,0,2009,\N,135,"Drama,Thriller"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt14780982,tt14780982,6.8,8,tt14780982,movie,Rifle Ganj,Rifle Ganj,0,2016,\N,121,"Crime,Drama"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt1508950,tt1508950,5.6,331,tt1508950,movie,Baabarr,Baabarr,0,2009,\N,180,"Action,Crime,Drama"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt1584917,tt1584917,5.2,102,tt1584917,movie,Bolo Raam,Bolo Raam,0,2009,\N,103,"Action,Crime,Drama"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt1673411,tt1673411,4.5,216,tt1673411,movie,Kushti,Kushti,0,2010,\N,121,"Comedy,Sport"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt1754137,tt1754137,6.0,130,tt1754137,movie,Little Terrors,Little Terrors,0,2014,\N,103,Drama
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt1942905,tt1942905,4.4,146,tt1942905,movie,Kucch Luv Jaisaa,Kucch Luv Jaisaa,0,2011,\N,105,Drama
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt2130242,tt2130242,5.9,4562,tt2130242,movie,Tere Naal Love Ho Gaya,Tere Naal Love Ho Gaya,0,2012,\N,130,"Comedy,Drama,Romance"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt2191641,tt2191641,4.1,428,tt2191641,movie,Chaar Din Ki Chandni,Chaar Din Ki Chandni,0,2012,\N,131,"Comedy,Romance"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt2278422,tt2278422,4.2,858,tt2278422,movie,Kamaal Dhamaal Malamaal,Kamaal Dhamaal Malamaal,0,2012,\N,148,"Comedy,Drama"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt2531120,tt2531120,6.8,98,tt2531120,movie,Trafficker,Trafficker,0,2015,\N,90,"Action,Drama"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt2679078,tt2679078,6.3,8,tt2679078,movie,Zinda Dil,Zinda Dil,0,2005,\N,135,Action
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt2861320,tt2861320,4.2,1574,tt2861320,movie,Policegiri,Policegiri,0,2013,\N,141,"Action,Comedy,Crime"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt2980648,tt2980648,7.3,86648,tt2980648,movie,The Hundred-Foot Journey,The Hundred-Foot Journey,0,2014,\N,122,"Comedy,Drama"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt3089920,tt3089920,6.1,130,tt3089920,movie,Jatt Boys Putt Jattan De,Jatt Boys Putt Jattan De,0,2013,\N,136,"Action,Comedy,Romance"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt3334348,tt3334348,5.2,529,tt3334348,movie,Heartless,Heartless,0,2014,\N,131,"Drama,Family,Romance"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt3854246,tt3854246,5.2,24,tt3854246,movie,Bazaar E Husn,Bazaar E Husn,0,2014,\N,125,Drama
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt3876082,tt3876082,5.6,252,tt3876082,movie,Aa Gaye Munde U.K. De,Aa Gaye Munde U.K. De,0,2014,\N,132,"Comedy,Romance"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt4168188,tt4168188,7.7,7908,tt4168188,movie,Chaar Sahibzaade,Chaar Sahibzaade,0,2014,\N,135,"Animation,History"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt4541102,tt4541102,4.8,179,tt4541102,movie,Uvaa,Uvaa,0,2015,\N,138,"Comedy,Drama"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt4642936,tt4642936,3.1,878,tt4642936,movie,Warrior Savitri,Warrior Savitri,0,2016,\N,136,"Action,Thriller"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt4677244,tt4677244,4.3,183,tt4677244,movie,The Gandhi Murder,Solar Eclipse: Depth of Darkness,0,2019,\N,118,"Drama,History"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt4683366,tt4683366,6.2,5380,tt4683366,movie,Ghayal Once Again,Ghayal Once Again,0,2016,\N,127,"Action,Crime,Drama"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt5326230,tt5326230,4.2,318,tt5326230,movie,Aadupuliyattam,Aadupuliyattam,0,2016,\N,145,Horror
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt5333612,tt5333612,7.5,2799,tt5333612,movie,Actor in Law,Actor in Law,0,2016,\N,116,"Comedy,Drama,Romance"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt5714802,tt5714802,6.5,96,tt5714802,movie,Project Marathwada,Project Marathwada,0,2016,\N,110,Drama
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt5882970,tt5882970,3.9,21503,tt5882970,movie,Tubelight,Tubelight,0,2017,\N,136,"Drama,War"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt6246170,tt6246170,8.5,833,tt6246170,movie,Chaar Sahibzaade 2: Rise of Banda Singh Bahadur,Chaar Sahibzaade 2: Rise of Banda Singh Bahadur,0,2016,\N,134,Animation
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt6299040,tt6299040,7.5,14334,tt6299040,movie,The Ghazi Attack,The Ghazi Attack,0,2017,\N,116,"Action,Thriller,War"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt8084696,tt8084696,4.6,65,tt8084696,movie,Mr. Kabaadi,Mr. Kabaadi,0,2017,\N,93,Comedy
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt8176312,tt8176312,2.6,295,tt8176312,movie,Gul Makai,Gul Makai,0,2020,\N,132,"Biography,Drama,War"
nm0700875,Om Puri,1950,2017,"actor,miscellaneous,music_department","tt0111742,tt0166175,tt0116409,tt2980648",tt8533270,tt8533270,7.7,67,tt8533270,movie,AK 47,AK 47,0,1999,\N,157,"Action,Crime,Drama"
nm1165110,Chris Hemsworth,1983,\N,"actor,producer,soundtrack","tt0796366,tt1735898,tt3501632,tt0848228",tt0800369,tt0800369,7.0,887912,tt0800369,movie,Thor,Thor,0,2011,\N,115,"Action,Fantasy"
nm1165110,Chris Hemsworth,1983,\N,"actor,producer,soundtrack","tt0796366,tt1735898,tt3501632,tt0848228",tt10648342,tt10648342,6.2,386461,tt10648342,movie,Thor: Love and Thunder,Thor: Love and Thunder,0,2022,\N,118,"Action,Adventure,Comedy"
nm1165110,Chris Hemsworth,1983,\N,"actor,producer,soundtrack","tt0796366,tt1735898,tt3501632,tt0848228",tt1106860,tt1106860,5.9,9945,tt1106860,movie,Ca$h,Ca$h,0,2010,\N,108,"Crime,Thriller"
nm1165110,Chris Hemsworth,1983,\N,"actor,producer,soundtrack","tt0796366,tt1735898,tt3501632,tt0848228",tt12263384,tt12263384,7.0,136156,tt12263384,movie,Extraction II,Extraction 2,0,2023,\N,122,"Action,Thriller"
nm1165110,Chris Hemsworth,1983,\N,"actor,producer,soundtrack","tt0796366,tt1735898,tt3501632,tt0848228",tt1234719,tt1234719,5.3,79869,tt1234719,movie,Red Dawn,Red Dawn,0,2012,\N,93,"Action,Drama,War"
nm1165110,Chris Hemsworth,1983,\N,"actor,producer,soundtrack","tt0796366,tt1735898,tt3501632,tt0848228",tt1259521,tt1259521,7.0,443023,tt1259521,movie,The Cabin in the Woods,The Cabin in the Woods,0,2011,\N,95,"Horror,Mystery,Thriller"
nm1165110,Chris Hemsworth,1983,\N,"actor,producer,soundtrack","tt0796366,tt1735898,tt3501632,tt0848228",tt1390411,tt1390411,6.9,146668,tt1390411,movie,In the Heart of the Sea,In the Heart of the Sea,0,2015,\N,122,"Action,Adventure,Biography"
nm1165110,Chris Hemsworth,1983,\N,"actor,producer,soundtrack","tt0796366,tt1735898,tt3501632,tt0848228",tt1413492,tt1413492,6.5,90074,tt1413492,movie,12 Strong,12 Strong,0,2018,\N,130,"Action,Drama,History"
nm1165110,Chris Hemsworth,1983,\N,"actor,producer,soundtrack","tt0796366,tt1735898,tt3501632,tt0848228",tt1735898,tt1735898,6.1,299416,tt1735898,movie,Snow White and the Huntsman,Snow White and the Huntsman,0,2012,\N,127,"Action,Adventure,Drama"
nm1165110,Chris Hemsworth,1983,\N,"actor,producer,soundtrack","tt0796366,tt1735898,tt3501632,tt0848228",tt1979320,tt1979320,8.1,504420,tt1979320,movie,Rush,Rush,0,2013,\N,123,"Action,Biography,Drama"
nm1165110,Chris Hemsworth,1983,\N,"actor,producer,soundtrack","tt0796366,tt1735898,tt3501632,tt0848228",tt1981115,tt1981115,6.8,714559,tt1981115,movie,Thor: The Dark World,Thor: The Dark World,0,2013,\N,112,"Action,Adventure,Fantasy"
nm1165110,Chris Hemsworth,1983,\N,"actor,producer,soundtrack","tt0796366,tt1735898,tt3501632,tt0848228",tt2283336,tt2283336,5.6,144047,tt2283336,movie,Men in Black: International,Men in Black: International,0,2019,\N,114,"Action,Adventure,Comedy"
nm1165110,Chris Hemsworth,1983,\N,"actor,producer,soundtrack","tt0796366,tt1735898,tt3501632,tt0848228",tt2381991,tt2381991,6.1,117506,tt2381991,movie,The Huntsman: Winter's War,The Huntsman: Winter's War,0,2016,\N,114,"Action,Adventure,Drama"
nm1165110,Chris Hemsworth,1983,\N,"actor,producer,soundtrack","tt0796366,tt1735898,tt3501632,tt0848228",tt2395427,tt2395427,7.3,907378,tt2395427,movie,Avengers: Age of Ultron,Avengers: Age of Ultron,0,2015,\N,141,"Action,Adventure,Sci-Fi"
nm1165110,Chris Hemsworth,1983,\N,"actor,producer,soundtrack","tt0796366,tt1735898,tt3501632,tt0848228",tt2717822,tt2717822,5.5,63322,tt2717822,movie,Blackhat,Blackhat,0,2015,\N,133,"Action,Crime,Thriller"
nm1165110,Chris Hemsworth,1983,\N,"actor,producer,soundtrack","tt0796366,tt1735898,tt3501632,tt0848228",tt3501632,tt3501632,7.9,801256,tt3501632,movie,Thor: Ragnarok,Thor: Ragnarok,0,2017,\N,130,"Action,Adventure,Comedy"
nm1165110,Chris Hemsworth,1983,\N,"actor,producer,soundtrack","tt0796366,tt1735898,tt3501632,tt0848228",tt4154756,tt4154756,8.4,1171914,tt4154756,movie,Avengers: Infinity War,Avengers: Infinity War,0,2018,\N,149,"Action,Adventure,Sci-Fi"
nm1165110,Chris Hemsworth,1983,\N,"actor,producer,soundtrack","tt0796366,tt1735898,tt3501632,tt0848228",tt4154796,tt4154796,8.4,1232403,tt4154796,movie,Avengers: Endgame,Avengers: Endgame,0,2019,\N,181,"Action,Adventure,Drama"
nm1165110,Chris Hemsworth,1983,\N,"actor,producer,soundtrack","tt0796366,tt1735898,tt3501632,tt0848228",tt8936646,tt8936646,6.8,255313,tt8936646,movie,Extraction,Extraction,0,2020,\N,116,"Action,Thriller"
nm1165110,Chris Hemsworth,1983,\N,"actor,producer,soundtrack","tt0796366,tt1735898,tt3501632,tt0848228",tt9783600,tt9783600,5.5,64747,tt9783600,movie,Spiderhead,Spiderhead,0,2022,\N,106,"Action,Crime,Drama"
nm2018237,Taylor Kitsch,1981,\N,"actor,producer,director","tt0758745,tt1440129,tt0401729,tt0458525",tt0401729,tt0401729,6.6,283151,tt0401729,movie,John Carter,John Carter,0,2012,\N,132,"Action,Adventure,Sci-Fi"
nm2018237,Taylor Kitsch,1981,\N,"actor,producer,director","tt0758745,tt1440129,tt0401729,tt0458525",tt0475944,tt0475944,5.2,51662,tt0475944,movie,The Covenant,The Covenant,0,2006,\N,97,"Action,Adventure,Fantasy"
nm2018237,Taylor Kitsch,1981,\N,"actor,producer,director","tt0758745,tt1440129,tt0401729,tt0458525",tt1091191,tt1091191,7.5,302546,tt1091191,movie,Lone Survivor,Lone Survivor,0,2013,\N,121,"Action,Biography,Drama"
nm2018237,Taylor Kitsch,1981,\N,"actor,producer,director","tt0758745,tt1440129,tt0401729,tt0458525",tt1173687,tt1173687,6.9,11191,tt1173687,movie,The Bang Bang Club,The Bang Bang Club,0,2010,\N,106,"Biography,Drama,History"
nm2018237,Taylor Kitsch,1981,\N,"actor,producer,director","tt0758745,tt1440129,tt0401729,tt0458525",tt1615065,tt1615065,6.4,133533,tt1615065,movie,Savages,Savages,0,2012,\N,131,"Action,Crime,Drama"
nm2018237,Taylor Kitsch,1981,\N,"actor,producer,director","tt0758745,tt1440129,tt0401729,tt0458525",tt1961175,tt1961175,6.2,87622,tt1961175,movie,American Assassin,American Assassin,0,2017,\N,111,"Action,Thriller"
nm2018237,Taylor Kitsch,1981,\N,"actor,producer,director","tt0758745,tt1440129,tt0401729,tt0458525",tt2319580,tt2319580,7.0,18924,tt2319580,movie,The Grand Seduction,The Grand Seduction,0,2013,\N,113,Comedy
nm2018237,Taylor Kitsch,1981,\N,"actor,producer,director","tt0758745,tt1440129,tt0401729,tt0458525",tt5161658,tt5161658,4.4,783,tt5161658,movie,Bling,Bling,0,2016,\N,82,"Action,Animation,Comedy"
nm3053338,Margot Robbie,1990,\N,"actress,producer,soundtrack","tt7713068,tt0993846,tt1386697,tt5580036",tt0900387,tt0900387,7.0,28126,tt0900387,movie,Suite Française,Suite Française,0,2014,\N,107,"Drama,Romance,Thriller"
nm3053338,Margot Robbie,1990,\N,"actress,producer,soundtrack","tt7713068,tt0993846,tt1386697,tt5580036",tt0993846,tt0993846,8.2,1535779,tt0993846,movie,The Wolf of Wall Street,The Wolf of Wall Street,0,2013,\N,180,"Biography,Comedy,Crime"
nm3053338,Margot Robbie,1990,\N,"actress,producer,soundtrack","tt7713068,tt0993846,tt1386697,tt5580036",tt10304142,tt10304142,6.1,87224,tt10304142,movie,Amsterdam,Amsterdam,0,2022,\N,134,"Comedy,Drama,History"
nm3053338,Margot Robbie,1990,\N,"actress,producer,soundtrack","tt7713068,tt0993846,tt1386697,tt5580036",tt10640346,tt10640346,7.1,154664,tt10640346,movie,Babylon,Babylon,0,2022,\N,189,"Comedy,Drama,History"
nm3053338,Margot Robbie,1990,\N,"actress,producer,soundtrack","tt7713068,tt0993846,tt1386697,tt5580036",tt11852794,tt11852794,7.4,15,tt11852794,movie,Under Cover,Under Cover,0,2022,\N,91,Documentary
nm3053338,Margot Robbie,1990,\N,"actress,producer,soundtrack","tt7713068,tt0993846,tt1386697,tt5580036",tt1386697,tt1386697,5.9,713095,tt1386697,movie,Suicide Squad,Suicide Squad,0,2016,\N,123,"Action,Adventure,Fantasy"
nm3053338,Margot Robbie,1990,\N,"actress,producer,soundtrack","tt7713068,tt0993846,tt1386697,tt5580036",tt1475569,tt1475569,2.5,674,tt1475569,movie,I.C.U.,I.C.U.,0,2009,\N,85,"Horror,Thriller"
nm3053338,Margot Robbie,1990,\N,"actress,producer,soundtrack","tt7713068,tt0993846,tt1386697,tt5580036",tt1489264,tt1489264,2.6,522,tt1489264,movie,Vigilante,Vigilante,0,2008,\N,90,Action
nm3053338,Margot Robbie,1990,\N,"actress,producer,soundtrack","tt7713068,tt0993846,tt1386697,tt5580036",tt1517268,tt1517268,7.0,405304,tt1517268,movie,Barbie,Barbie,0,2023,\N,114,"Adventure,Comedy,Fantasy"
nm3053338,Margot Robbie,1990,\N,"actress,producer,soundtrack","tt7713068,tt0993846,tt1386697,tt5580036",tt1598642,tt1598642,6.0,32324,tt1598642,movie,Z for Zachariah,Z for Zachariah,0,2015,\N,98,"Drama,Romance,Sci-Fi"
nm3053338,Margot Robbie,1990,\N,"actress,producer,soundtrack","tt7713068,tt0993846,tt1386697,tt5580036",tt1653665,tt1653665,7.1,29373,tt1653665,movie,Goodbye Christopher Robin,Goodbye Christopher Robin,0,2017,\N,107,"Biography,Drama,Family"
nm3053338,Margot Robbie,1990,\N,"actress,producer,soundtrack","tt7713068,tt0993846,tt1386697,tt5580036",tt2328900,tt2328900,6.3,54278,tt2328900,movie,Mary Queen of Scots,Mary Queen of Scots,0,2018,\N,124,"Biography,Drama,History"
nm3053338,Margot Robbie,1990,\N,"actress,producer,soundtrack","tt7713068,tt0993846,tt1386697,tt5580036",tt2381941,tt2381941,6.6,269537,tt2381941,movie,Focus,Focus,0,2015,\N,105,"Comedy,Crime,Drama"
nm3053338,Margot Robbie,1990,\N,"actress,producer,soundtrack","tt7713068,tt0993846,tt1386697,tt5580036",tt3553442,tt3553442,6.6,54922,tt3553442,movie,Whiskey Tango Foxtrot,Whiskey Tango Foxtrot,0,2016,\N,112,"Biography,Comedy,Drama"
nm3053338,Margot Robbie,1990,\N,"actress,producer,soundtrack","tt7713068,tt0993846,tt1386697,tt5580036",tt4463816,tt4463816,5.3,24641,tt4463816,movie,Terminal,Terminal,0,2018,\N,95,"Action,Comedy,Crime"
nm3053338,Margot Robbie,1990,\N,"actress,producer,soundtrack","tt7713068,tt0993846,tt1386697,tt5580036",tt5294522,tt5294522,5.9,8144,tt5294522,movie,Dreamland,Dreamland,0,2019,\N,98,"Drama,Thriller,Western"
nm3053338,Margot Robbie,1990,\N,"actress,producer,soundtrack","tt7713068,tt0993846,tt1386697,tt5580036",tt5580036,tt5580036,7.5,236785,tt5580036,movie,"I, Tonya","I, Tonya",0,2017,\N,119,"Biography,Comedy,Drama"
nm3053338,Margot Robbie,1990,\N,"actress,producer,soundtrack","tt7713068,tt0993846,tt1386697,tt5580036",tt6334354,tt6334354,7.2,394540,tt6334354,movie,The Suicide Squad,The Suicide Squad,0,2021,\N,132,"Action,Adventure,Comedy"
nm3053338,Margot Robbie,1990,\N,"actress,producer,soundtrack","tt7713068,tt0993846,tt1386697,tt5580036",tt6394270,tt6394270,6.8,124355,tt6394270,movie,Bombshell,Bombshell,0,2019,\N,109,"Biography,Drama"
nm3053338,Margot Robbie,1990,\N,"actress,producer,soundtrack","tt7713068,tt0993846,tt1386697,tt5580036",tt7131622,tt7131622,7.6,814002,tt7131622,movie,Once Upon a Time in Hollywood,Once Upon a Time in... Hollywood,0,2019,\N,161,"Comedy,Drama"
nm3053338,Margot Robbie,1990,\N,"actress,producer,soundtrack","tt7713068,tt0993846,tt1386697,tt5580036",tt7713068,tt7713068,6.1,259314,tt7713068,movie,Birds of Prey,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,0,2020,\N,109,"Action,Comedy,Crime"
nm8076281,Emma Mackey,1996,\N,actress,"tt10366514,tt7657566,tt1517268,tt12374656",tt10366514,tt10366514,6.2,6993,tt10366514,movie,Eiffel,Eiffel,0,2021,\N,108,"Biography,Drama,History"
nm8076281,Emma Mackey,1996,\N,actress,"tt10366514,tt7657566,tt1517268,tt12374656",tt12374656,tt12374656,6.8,7390,tt12374656,movie,Emily,Emily,0,2022,\N,130,"Biography,Drama,History"
nm8076281,Emma Mackey,1996,\N,actress,"tt10366514,tt7657566,tt1517268,tt12374656",tt9778348,tt9778348,4.6,1212,tt9778348,movie,The Winter Lake,The Winter Lake,0,2020,\N,92,"Drama,Mystery,Thriller"
